"","unit","timestamp","sensor","genotype","g_alias","treatment","3D Leaf Area mm²","Canopy Light Penetration Depth mm","Convex Hull Area Coverage %","Convex Hull Area mm²","Convex Hull Aspect Ratio","Convex Hull Circumference mm","Convex Hull Maximum Width mm","Digital Biomass mm³","GLI Average","GLI [-0.2:0] %","GLI [-1:-0.2] %","GLI [0.15:0.3] %","GLI [0.3:0.6] %","GLI [0.6:1] %","GLI [0:0.15] %","Hue Average °","Hue [0:25] %","Hue [100:125] %","Hue [125:360] %","Hue [25:50] %","Hue [50:75] %","Hue [75:100] %","Lightness Average %","Lightness [0:0] %","Lightness [0:25] %","Lightness [100:100] %","Lightness [25:50] %","Lightness [50:75] %","Lightness [75:100] %","NA NA","NDVI Average","NDVI [-1:0] %","NDVI [0.15:0.3] %","NDVI [0.3:0.45] %","NDVI [0.45:0.6] %","NDVI [0.6:1] %","NDVI [0:0.15] %","NPCI Average","NPCI [-0.2:0] %","NPCI [-1:-0.2] %","NPCI [0.2:0.4] %","NPCI [0.4:0.6] %","NPCI [0.6:1] %","NPCI [0:0.2] %","PSRI Average","PSRI [-0.2:0] %","PSRI [-0.4:-0.2] %","PSRI [-0.8:-0.4] %","PSRI [-4:-0.8] %","PSRI [0.2:4] %","PSRI [0:0.2] %","Plant Height Averaged mm","Plant Height Max mm","Projected Leaf Area mm²","Saturation Average %","Saturation [0:0] %","Saturation [0:25] %","Saturation [100:100] %","Saturation [25:50] %","Saturation [50:75] %","Saturation [75:100] %","Surface Angle Average °","Voxel Volume Total mm³"
"4591","17:5:3",2022-12-01 11:34:46,"A","potato","potato","n/a",13270.5,59.0035,63.258,14462.7,79.4215,444.829,156.72,1132830,0.227358,1.72436,0.938253,56.7326,23.843,0.374033,16.3877,126.78,0.817801,29.6501,56.0099,1.1855,2.25054,10.0862,6.49103,0,99.981,0,0.0190186,0,0,0.139472,0.647464,0.633955,0.881197,3.30924,21.0663,73.2915,0.817801,-0.0309424,48.0728,13.1736,7.23976,0.988969,0.570559,29.9544,-0.00820054,60.7012,0.374033,0.120451,0.0316977,2.37733,36.3953,85.3644,131.799,9148.79,31.1509,0,31.8816,0.710029,61.7916,5.25548,0.361354,43.5879,15774
"4592","17:5:3",2022-12-01 11:37:17,"A","potato","potato","n/a",13378.5,57.5847,63.8173,14571.8,79.2188,446.761,157.835,1125160,0.234455,1.42536,0.587647,56.908,25.0563,0.375094,15.6477,125.957,0.650163,30.9452,54.3136,1.11903,2.0005,10.9715,6.54959,0,99.9812,0,0.0187547,0,0,0.174472,0.650456,0.343836,0.912728,2.88822,21.4429,73.5996,0.812703,-0.0276782,47.837,12.5094,7.40185,1.08777,0.412603,30.7514,-0.00765049,59.9963,0.256314,0.0625156,0.0187547,2.11928,37.5469,84.1015,131.799,9299.34,31.1765,0,31.7454,0.431358,61.8967,5.52013,0.406352,44.0385,15996
"4593","17:5:3",2022-12-02 17:23:36,"A","potato","potato","n/a",14346.8,55.5941,68.582,15809.2,84.6689,476.189,164.701,1598000,0.20996,1.74806,0.415164,55.0858,17.8958,0.262209,24.593,130.137,0.546269,26.7453,58.1613,0.863105,2.12499,11.5591,6.06512,0,100,0,0,0,0,2.49164,0.66568,0.366,0.595433,2.04305,18.7643,77.7887,0.442478,-0.0431155,47.3779,15.6288,6.47875,0.87403,0.322299,29.3183,-0.0149115,62.6844,0.213045,0.0655523,0.0109254,0.983284,36.0428,111.384,124.045,10842.3,28.9509,0,40.342,0.322299,54.3756,4.7143,0.245821,49.0838,18306
"4594","17:5:3",2022-12-02 17:25:58,"A","potato","potato","n/a",14389.8,55.7225,67.5871,15856.6,84.9227,476.449,165.198,1605220,0.209233,1.79803,0.435718,55.1928,17.6328,0.248194,24.6925,130.111,0.46881,27.5826,57.7354,0.932105,2.13998,11.1411,6.08977,0,100,0,0,0,0,0.121766,0.666265,0.281286,0.518449,2.23374,18.6752,77.7618,0.52948,-0.0442234,46.5887,15.8568,6.0449,0.860405,0.281286,30.3679,-0.015748,62.1477,0.215101,0.066185,0.0110308,0.992775,36.5672,111.553,123.791,10717,28.8307,0,40.61,0.347471,54.4041,4.43439,0.20407,48.1347,18131
"4595","17:5:3",2022-12-05 11:52:40,"A","potato","potato","n/a",19447.5,81.0525,61.3487,25137.9,58.9006,609.44,235.94,2616880,0.209208,3.29256,0.466105,51.1522,20.4751,0.275934,24.3381,131.424,0.663733,27.3809,57.0587,0.984413,2.24103,11.6713,5.3256,0,100,0,0,0,0,0.130478,0.674612,0.268476,1.12984,2.78917,13.7408,81.3968,0.67492,-0.0493079,43.2433,18.4167,6.97293,0.764412,0.205086,30.3975,-0.0174369,60.5153,0.950854,0.182713,0.00745768,1.34238,37.0013,134.561,191.999,15421.8,29.8173,0,36.5053,0.331867,58.0617,4.88851,0.212544,52.4405,26818
"4596","17:5:3",2022-12-05 11:54:58,"A","potato","potato","n/a",19586.2,81.4757,60.811,25401.3,59.5223,611.252,236.215,2628560,0.20664,3.57063,0.595726,51.3218,19.8228,0.346266,24.3428,131.911,0.726041,26.5172,58.195,1.01646,2.11855,11.4268,5.35985,0,100,0,0,0,0,0.0925531,0.672794,0.24946,1.33666,2.87065,13.6868,81.0596,0.796783,-0.0524676,43.8082,18.7281,6.61256,0.632959,0.2718,29.9464,-0.0184703,61.3151,0.979224,0.208504,0.026063,1.39996,36.0712,134.205,191.799,15446.8,29.8132,0,36.5478,0.443071,57.8747,4.8924,0.242014,52.0343,26858
"4597","17:5:4",2022-11-24 18:04:08,"A","potato","potato","n/a",7446.1,41.6763,75.2686,6919.75,83.2169,309.616,109.667,384617,0.232131,3.88209,0.912125,43.9155,28.8654,1.21246,21.2125,111.198,1.6129,33.0367,32.9366,2.46941,6.25139,23.693,6.38794,0,100,0,0,0,0,0.116308,0.649636,0.0889878,0.756396,3.28142,24.683,70.9344,0.25584,0.0698634,29.2214,7.2525,17.5417,3.63737,1.69077,40.6563,0.0252909,36.1847,0.278087,0.0111235,0,2.16908,61.3571,51.6535,60.599,5208.4,33.2502,0,32.8587,0.867631,54.2492,10.6897,1.33482,44.3865,8990
"4598","17:5:4",2022-11-24 18:07:48,"A","potato","potato","n/a",7657.54,41.9286,76.5968,7006.5,83.8984,311.625,109.787,397869,0.222055,5.27397,1.35091,41.4136,28.0558,1.31849,22.5873,113.097,1.61029,33.1352,34.7239,2.2155,5.71706,22.5981,6.3387,0,100,0,0,0,0,0.116525,0.647668,0.0972658,0.853777,3.35026,24.7703,70.669,0.259375,0.0699291,30.0659,7.68399,16.4811,3.96628,2.13985,39.6628,0.0242996,37.4797,0.226953,0.0432292,0,2.48568,59.7644,51.9578,60.599,5366.76,33.031,0,35.1454,0.940236,51.0969,11.1748,1.64271,44.4963,9253
"4599","17:5:4",2022-11-25 12:35:19,"A","potato","potato","n/a",8854.19,49.7732,72.8852,8550.25,92.9689,343.661,118.727,488536,0.223619,4.74181,1.21985,40.1174,28.4325,1.4308,24.0576,114.729,1.54086,30.5696,37.9253,2.64147,5.48473,21.838,6.24288,0,100,0,0,0,0,0.115117,0.653166,0.128405,0.733743,3.04503,22.2874,73.4844,0.321013,0.0601973,31.6885,8.88746,17.2246,3.83381,1.68761,36.678,0.0212111,40.3559,0.183436,0.0275154,0.00917179,2.53141,56.8926,55.1756,58.3453,6231.86,33.0852,0,34.7244,0.687884,50.9676,12.0884,1.53169,44.7411,10903
"4600","17:5:4",2022-11-25 12:37:51,"A","potato","potato","n/a",8690.04,49.8325,71.4983,8481.25,91.4983,341.767,119.476,478990,0.236077,3.22122,1.02321,42.7286,30.5448,1.26954,21.2127,113.517,1.26954,34.7513,35.045,2.38749,5.36239,21.1843,6.28757,0,100,0,0,0,0,0.210112,0.655044,0.11369,0.767409,3.13595,20.8622,74.9029,0.217906,0.0619309,31.0469,7.61724,16.3619,3.84652,1.5064,39.621,0.0225139,38.5031,0.161061,0,0,2.66225,58.6736,55.1194,58.999,6063.95,33.5098,0,32.6196,0.615822,53.2354,12.2406,1.28849,44.2562,10555
"4601","17:5:4",2022-11-28 11:53:54,"A","potato","potato","n/a",9846.45,67.2138,68.0233,10909,78.4482,395.535,136.334,722799,0.24118,3.11152,0.870302,45.7794,30.992,0.916513,18.3303,113.63,1.13986,33.8417,35.3666,2.04097,5.76094,21.85,6.2328,0,99.9923,0,0.00770179,0,0,0.822403,0.64966,0.338879,0.654652,3.73537,19.9245,74.9076,0.439002,0.0684402,31.5927,7.44763,16.1892,4.313,2.36445,38.093,0.0271993,38.663,0.184843,0.0539125,0.0462107,4.7289,56.3232,73.407,94.199,7420.67,34.2355,0,29.8598,0.608441,55.6685,12.215,1.64818,48.9175,12984
"4602","17:5:4",2022-11-28 11:56:18,"A","potato","potato","n/a",10110.7,67.3637,68.6876,10912,78.161,396.573,137.062,745966,0.237475,2.84173,0.934579,46.0983,30.9019,0.585062,18.6384,112.817,1.16253,34.625,33.5765,2.09711,5.99499,22.5439,6.24448,0,100,0,0,0,0,0.220313,0.649546,0.273535,0.850999,3.95867,19.9225,74.5916,0.402705,0.0665645,27.8778,8.95069,15.7663,4.46775,2.18069,40.7568,0.0278037,36.4182,0.29633,0.0151964,0.0835803,4.86285,58.3238,73.7798,94.199,7495.19,34.1358,0,29.1011,0.607857,56.9562,12.0128,1.32209,47.8544,13161
"4603","17:5:4",2022-11-29 11:34:15,"A","potato","potato","n/a",11108.4,65.2337,68.0898,11701,76.6245,417.998,146.958,950952,0.23369,3.94213,1.04159,41.7577,31.5081,1.02712,20.7233,111.556,1.56239,33.7215,33.2731,4.51356,5.66365,21.2658,6.57442,0,99.9638,0,0.0216998,0.0144665,0,0.158069,0.631742,0.716094,2.06148,3.35624,17.6275,74.3074,1.93128,0.0876839,28.3834,7.75407,17.3671,4.62206,4.0217,37.8517,0.0453458,35.7107,0.238698,0.0940325,0.0289331,6.57505,57.3526,85.6067,92.599,7967.19,35.2477,0,28.8825,0.781193,54.4448,13.4828,2.40868,45.8375,13825
"4604","17:5:4",2022-11-29 11:37:08,"A","potato","potato","n/a",10976.6,65.5277,68.3791,11725,78.5962,418.205,147.278,941131,0.23655,3.48138,1.03868,45.8309,31.1103,0.644699,17.894,111.719,1.31089,34.3195,33.8395,4.40544,5.22923,20.8954,6.55698,0,99.9713,0,0.0143266,0.0143266,0,0.155113,0.635358,0.666189,2.17049,3.15186,16.9269,75.2149,1.86963,0.078253,29.6848,7.65043,16.096,3.69627,3.88968,38.9828,0.0424848,36.8983,0.265043,0.0859599,0.0429799,6.4255,56.2822,85.7397,92.599,8017.45,35.0482,0,27.2421,0.687679,57.5358,12.5072,2.02722,46.9332,13960
"4605","17:5:4",2022-11-30 11:14:17,"A","potato","potato","n/a",12216.8,73.6839,71.2009,12942,65.8338,433.425,158.056,1114620,0.244378,2.72245,0.880425,49.385,32.9753,0.312207,13.7246,111.283,1.61723,41.6485,31.5454,4.56447,3.7902,16.8342,6.56257,0,99.9063,0,0.0374649,0.043709,0.0124883,0.213653,0.640092,0.649391,2.10428,2.39151,13.0565,79.3007,2.49766,0.0743249,31.483,4.63316,12.7818,2.92226,3.67156,44.5083,0.042583,35.6853,0.187324,0.112395,0.0936622,5.96316,57.9582,91.2366,98.199,9214.83,34.5491,0,23.7902,0.668124,65.0515,9.02904,1.46113,48.9669,16015
"4606","17:5:4",2022-11-30 11:16:50,"A","potato","potato","n/a",12240.4,74.7787,71.2199,12899,65.7938,433.363,157.845,1121830,0.240787,2.68081,1.04847,49.9058,32.0128,0.307634,14.0444,111.233,1.444,41.2858,31.6487,4.68358,3.84229,17.0957,6.59822,0,99.887,0,0.0627825,0.0188348,0.0313913,0.146031,0.64005,0.68433,2.20367,2.44852,12.8202,79.5266,2.31667,0.0733604,31.4917,4.59568,12.7888,2.69337,3.53466,44.8958,0.0420361,35.5851,0.276243,0.125565,0.0439478,5.95806,58.0111,91.6497,98.999,9186.65,34.2265,0,24.7551,0.696886,64.6848,8.55726,1.30588,48.6405,15928
"4607","17:5:4",2022-12-01 11:34:46,"A","potato","potato","n/a",14307.5,83.5649,74.2594,14447.5,65.2962,457.559,168.244,1542840,0.25411,2.74953,1.10304,46.4999,37.9769,0.295938,11.3748,112.26,1.69492,46.247,30.1533,2.8141,3.21765,15.873,6.29944,0,100,0,0,0,0,0.866447,0.650369,0.419693,1.80791,2.45897,12.4886,81.555,1.26984,0.0652841,31.6815,4.07856,13.2472,2.69034,1.78101,46.5214,0.0341845,35.4641,0.204466,0.0645682,0.016142,4.34221,59.9085,107.835,113.564,10728.6,34.504,0,21.8671,0.651063,68.3401,8.57143,0.570352,48.5735,18585
"4608","17:5:4",2022-12-01 11:37:17,"A","potato","potato","n/a",13320.1,82.4444,71.7757,14315.5,66.2086,455.236,167.819,1432950,0.258724,2.49521,0.715332,47.0091,38.3745,0.202771,11.2031,112.573,1.47572,47.0654,29.7454,2.8388,3.22744,15.6472,6.41207,0,100,0,0,0,0,0.116699,0.653356,0.309789,1.68976,2.3375,11.986,82.5335,1.1434,0.0629013,30.9226,4.26383,12.9379,2.67545,1.61654,47.5836,0.0318346,34.8597,0.191506,0.107018,0.0225301,4.07232,60.7469,107.577,113.884,10275.1,34.4016,0,21.4543,0.411175,69.0211,8.66847,0.44497,50.4768,17754
"4609","17:5:4",2022-12-02 17:23:36,"A","potato","potato","n/a",13409.5,59.6821,71.985,14248.5,65.1008,458.335,176.675,1745670,0.239479,2.05969,1.15184,52.5704,29.301,0.578756,14.3384,120.131,1.02701,37.5681,43.4408,1.18588,2.72923,14.049,5.59239,0,99.983,0,0.0170222,0,0,0.104601,0.685057,0.187245,0.510667,1.21425,10.1453,87.6759,0.266682,0.0113853,39.9399,8.95937,8.88561,1.57739,1.03836,39.5994,0.00464915,48.5588,0.226963,0.0907853,0.0113482,1.48661,49.6255,130.181,138.265,10256.8,32.3502,0,28.3364,0.919201,64.2192,5.92374,0.601453,49.8948,17624
"4610","17:5:4",2022-12-02 17:25:58,"A","potato","potato","n/a",13481,58.659,73.1709,14252.2,63.4184,458.245,176.845,1748120,0.240586,1.8851,1.01247,53.2696,29.4289,0.486659,13.9173,119.849,0.945349,38.2111,43.4077,1.29216,2.99267,13.151,5.60456,0,99.9832,0,0.0111876,0,0.00559378,0.10811,0.684428,0.223751,0.441909,1.29216,9.95693,87.7832,0.302064,0.0100344,40.0906,8.48017,8.89411,1.5327,0.922974,40.0794,0.0049932,48.3135,0.16222,0.0671254,0.0111876,1.51591,49.9301,129.673,138.365,10428.5,32.2311,0,27.9745,0.855848,64.9662,5.68887,0.514628,50.6727,17877
"4611","17:5:4",2022-12-05 11:52:40,"A","potato","potato","n/a",22524,87.201,24.4797,71372.5,15.5248,1586.67,753.006,2932180,0.222978,3.91607,1.15081,44.0809,27.8628,0.967344,22.0221,124.347,1.26088,30.8516,49.4346,1.38097,3.44908,13.6229,5.82408,0,99.93,0,0.030021,0.030021,0.010007,0.106002,0.681157,0.410287,0.610427,2.84532,15.5842,80.0727,0.477001,-0.0138732,39.4576,14.5001,9.4266,1.58111,0.950665,34.0839,-0.00472337,53.2873,0.473665,0.0867274,0.0767204,1.3376,44.738,130.18,155.799,17471.8,32.13,0,34.7777,1.17082,54.2913,8.96628,0.793889,50.8382,29979
"4612","17:5:4",2022-12-05 11:54:58,"A","potato","potato","n/a",21906.8,87.099,66.3294,25777,72.7741,602.596,222.926,2818160,0.224573,3.61392,1.08725,44.4372,27.766,0.940235,22.1554,124.318,1.27872,30.703,49.8393,1.41548,3.20706,13.5565,5.82193,0,99.9179,0,0.0376094,0.0376094,0.00683807,0.804823,0.681253,0.379513,0.656455,2.93695,15.307,80.2175,0.502598,-0.0148747,40.1019,14.1411,9.37158,1.51805,0.772702,34.0946,-0.00544183,53.5387,0.485503,0.092314,0.0820569,1.38471,44.4167,128.643,133.399,17097.7,31.9848,0,34.8468,1.05306,54.4106,8.95446,0.735093,51.2745,29248
"4613","17:5:5",2022-11-24 18:04:08,"A","potato","potato","n/a",7355.82,19.0571,62.707,8815,88.4758,345.607,118.789,179446,0.237011,8.22352,3.30922,30.6054,29.0498,6.91568,21.8964,123.685,2.18964,24.6111,49.3015,2.59586,5.73665,15.5652,7.72554,0,99.9604,0,0.0396314,0,0,3.89108,0.67991,0.217973,0.435946,3.35876,23.8086,71.9112,0.267512,-0.00724781,30.5756,23.4321,13.3162,4.30001,3.72535,24.6507,-0.00385787,50.6787,3.18042,0.128802,0.00990786,2.46706,43.5351,24.3952,30.199,5527.62,40.3284,0,28.3067,3.55692,44.8132,17.527,5.7961,48.7205,10093
"4614","17:5:5",2022-11-24 18:07:48,"A","potato","potato","n/a",7466.8,19.4071,63.3894,8874.5,88.5586,347.09,119.181,185627,0.240663,9.78303,3.15676,28.3131,27.4629,8.5516,22.7326,126.052,2.03284,26.6224,49.052,2.25762,5.06255,14.9726,7.70916,0,99.912,0,0.0879593,0,0,0.339362,0.68116,0.332291,0.527756,4.41751,21.7064,72.8108,0.205238,-0.000223259,29.5543,23.9836,12.5489,4.16341,4.39797,25.3518,-0.00533356,49.5016,3.8018,0.215012,0.00977326,2.77561,43.6962,24.8603,30.999,5625.49,40.6944,0,29.2416,4.02658,42.6798,17.631,6.42103,48.8896,10232
"4615","17:5:5",2022-11-25 12:35:19,"A","potato","potato","n/a",5939.06,15.6445,47.8596,10355.5,88.5649,381.354,128.81,102177,0.216278,9.63507,3.37116,29.9065,24.6996,6.68669,25.7009,128.363,2.1028,23.0196,52.2141,2.67023,5.07343,14.9199,8.54338,0,99.4882,0,0.511793,0,0,23.7941,0.657201,0.46729,0.745438,6.69782,24.3658,67.223,0.500668,-0.00762101,31.9092,23.2755,12.6725,4.32799,3.8162,23.9987,-0.00588367,51.1348,3.73832,0.233645,0.0778816,3.87183,40.9435,17.2043,25.399,4956.1,38.5647,0,32.3209,3.5158,43.6137,15.0979,5.45171,56.5631,8988
"4616","17:5:5",2022-11-25 12:37:51,"A","potato","potato","n/a",5942.57,15.8079,48.1507,10222.5,85.855,378.63,128.352,103126,0.227055,8.07069,2.55516,32.5079,26.1031,5.79694,24.9662,125.871,1.93606,24.077,50.9905,2.35254,5.6281,15.0158,8.67405,0,99.5047,0,0.495272,0,0,536738,0.654978,0.484016,0.731652,6.28095,25.2026,66.8505,0.450248,-0.000580611,32.3953,22.4223,11.5263,4.42368,4.09725,25.1351,-0.0044099,51.1932,3.29806,0.281405,0.0337686,4.10851,41.0851,17.3538,25.399,4922.2,38.0703,0,32.249,3.23053,44.0342,15.7024,4.78388,55.9239,8884
"4617","17:5:5",2022-11-28 11:53:54,"A","potato","potato","n/a",9789.13,34.1967,55.5163,14187,86.3527,444.119,154.431,405484,0.211403,10.0035,3.1367,30.4062,23.3769,6.42882,26.6478,132.538,1.79442,22.8329,55.8248,2.25362,4.51431,12.7799,7.86324,0,99.449,0,0.515719,0.0353232,0,0.166642,0.667734,0.621688,0.734723,4.54963,21.8368,71.6637,0.59343,-0.0339557,32.9424,25.574,10.2649,3.24267,3.29212,24.6839,-0.0215762,54.3271,3.7372,0.190745,0.155422,2.59272,38.9968,41.4219,46.199,7876.1,37.7357,0,33.5359,3.72307,43.3204,14.2918,5.12893,53.5844,14155
"4618","17:5:5",2022-11-28 11:56:18,"A","potato","potato","n/a",9886.08,34.4015,55.8024,14194.5,84.6757,444.549,154.928,409987,0.207048,9.74377,3.37662,31.5269,24.7596,5.22289,25.3703,129.847,2.43594,21.8533,54.8824,2.6325,5.20183,12.994,7.85689,0,99.3822,0,0.568621,0.04212,0.00702001,23.0393,0.667945,0.624781,0.737101,4.92102,21.741,71.2812,0.694981,-0.0377667,31.9691,25.6371,11.4847,3.52404,2.89926,24.4858,-0.0174481,52.5658,4.46472,0.37908,0.1755,2.94138,39.4735,41.4711,46.199,7920.87,37.9653,0,31.7866,3.3696,44.5419,15.7599,4.54194,53.2616,14245
"4619","17:5:5",2022-11-29 11:34:15,"A","potato","potato","n/a",11064.7,42.7513,60.3114,13967.5,71.5096,449.586,165.451,564247,0.208732,11.5556,3.94847,28.1932,25.0757,6.57649,24.6506,128.264,2.51852,21.1272,53.3462,3.0467,6.19646,13.7649,7.01664,0,99.6908,0,0.276973,0.0322061,0,0.341419,0.675829,0.534622,0.618357,3.61997,21.3076,73.4235,0.495974,-0.00443027,30.6473,24.6828,12.6506,4.61192,4.56683,22.8406,-0.00644906,51.3688,3.60064,0.21256,0.0837359,3.61353,41.1208,50.9953,57.0137,8423.99,39.3792,0,31.0081,4.09018,42.8406,16.6377,5.42351,49.5943,15525
"4620","17:5:5",2022-11-29 11:37:08,"A","potato","potato","n/a",10999.3,42.7751,60.468,14050.5,69.4981,451.424,166.623,563545,0.209078,10.0395,3.63567,30.9733,25.0159,5.67037,24.6651,128.617,2.86389,20.8891,54.3819,2.5641,6.02755,13.2734,6.93852,0,99.6875,0,0.255135,0.0446486,0.0127567,0.159263,0.681216,0.561296,0.567674,3.50172,20.4171,74.5057,0.446486,-0.0283376,31.9939,25.4688,11.7171,3.97372,3.39329,23.4532,-0.0126582,53.8717,3.20194,0.242378,0.114811,2.90853,39.6607,51.2347,56.724,8496.05,38.5905,0,31.2923,3.57188,43.8704,16.3286,4.93685,50.5832,15678
"4621","17:5:5",2022-11-30 11:14:17,"A","potato","potato","n/a",10454.8,41.9841,47.7089,15998.5,74.4797,475.852,174.466,519800,0.19889,8.3305,4.10075,34.32,27.7955,2.78362,22.6696,128.479,2.46453,21.3321,56.5347,1.83991,6.10361,11.7252,6.15321,0,99.8846,0,0.115419,0,0,0.307273,0.690541,0.5092,0.70609,3.01446,15.3303,79.8696,0.570303,-0.0350977,36.3365,23.7423,10.3401,2.95336,2.77683,23.8509,-0.0191237,56.4057,2.83115,0.631407,0.135787,2.24727,37.7487,49.7186,56.599,7632.71,37.1133,0,30.8779,3.10951,47.7969,15.1402,3.07557,46.9029,14729
"4622","17:5:5",2022-11-30 11:16:50,"A","potato","potato","n/a",10592.7,42.148,49.1958,15762,75.2121,473.377,173.688,530445,0.196992,8.64662,4.14876,33.9487,27.4235,2.92025,22.9122,130.214,2.61815,21.1936,57.7269,1.83942,5.90763,10.7143,6.1497,0,99.8792,0,0.107411,0.0134264,0,0.156176,0.693931,0.577336,0.637755,2.8464,14.4938,80.8472,0.597476,-0.0453756,37.0166,24.8389,9.66031,2.70542,2.77256,23.0062,-0.0227749,58.0827,2.85983,0.698174,0.140977,2.18851,36.0298,50.0765,56.599,7754.24,37.3383,0,31.2769,3.12836,46.8515,15.2524,3.49087,47.0691,14896
"4623","17:5:5",2022-12-01 11:34:46,"A","potato","potato","n/a",10970.3,44.9025,49.2132,16816,75.4705,494.317,178.233,618688,0.20192,8.00904,3.6593,34.5405,27.2408,2.83078,23.7196,125.654,2.49812,22.5019,53.9166,1.9646,6.58423,12.5345,6.13434,0,99.8305,0,0.138087,0.0313834,0,0.230615,0.691279,0.615114,0.684158,2.57971,14.4677,80.8812,0.772031,-0.0242727,36.5993,20.9829,10.6327,2.91238,2.30982,26.5629,-0.0155608,55.7369,1.35576,0.175747,0.24479,1.94577,40.541,56.3965,63.999,8275.69,35.675,0,33.5551,2.56716,46.9433,14.0095,2.92493,48.9831,15932
"4624","17:5:5",2022-12-01 11:37:17,"A","potato","potato","n/a",10642.7,44.8856,48.6828,16679,76.1664,493.021,177.42,601807,0.211578,7.50774,2.93473,35.0942,28.9732,2.59933,22.8909,126.942,2.14783,22.2846,55.1213,1.98013,6.3403,12.1259,6.16263,0,99.813,0,0.148349,0.0386997,0,0.335527,0.696045,0.574045,0.632095,2.52838,14.0931,81.3596,0.812693,-0.0398413,35.6553,23.194,10.3715,2.84443,2.30908,25.6256,-0.0207929,56.3919,1.89628,0.245098,0.225748,1.85114,39.3898,56.5466,63.799,8119.8,36.6448,0,31.8756,2.73478,47.0846,15.0606,3.24432,49.7389,15504
"4625","17:5:5",2022-12-02 17:23:36,"A","potato","potato","n/a",11517.2,56.7534,60.3354,15278,74.1898,483.782,174.88,893803,0.190705,8.97368,2.96179,35.4767,22.8935,2.67915,27.0153,129.937,2.33174,19.914,58.0286,2.07855,5.97656,11.6705,6.21946,0,99.6408,0,0.182535,0.147206,0.0294412,0.289822,0.689357,0.659483,0.418065,2.69093,17.0523,78.5668,0.612377,-0.039284,37.9026,22.1692,9.29165,2.73214,2.26108,25.6433,-0.0237469,57.8637,1.61338,0.241418,0.288524,1.7017,38.2912,77.6061,84.599,9218.04,34.1718,0,37.7495,2.33763,44.4974,12.4242,2.99123,53.1716,16983
"4626","17:5:5",2022-12-02 17:25:58,"A","potato","potato","n/a",11599.9,57.3688,60.2359,15374.5,72.859,487.123,176.076,899646,0.18369,8.90631,3.46422,35.4439,22.5584,2.49868,27.1286,128.982,2.42846,20.9784,56.8904,1.96033,6.24963,11.4928,6.28245,0,99.526,0,0.245772,0.181403,0.0468137,0.161386,0.686524,0.719761,0.497396,2.65668,16.6891,78.6997,0.737316,-0.0312813,37.8899,20.9901,8.98824,2.62157,2.42846,27.0817,-0.00889602,56.8553,1.45123,0.210662,0.263327,1.93107,39.2884,77.5565,84.599,9260.96,33.826,0,38.7325,2.80297,44.2156,11.6332,2.61572,52.9798,17089
"4627","17:5:5",2022-12-05 11:52:40,"A","potato","potato","n/a",6877.35,53.6273,9.43517,57534.5,10.3139,1632.91,766.229,1157620,0.224946,6.64059,3.07348,37.9901,30.3902,3.02692,18.8786,122.619,1.76027,28.9559,48.9243,2.2632,4.25631,13.84,5.7896,0,100,0,0,0,0,0.225491,0.706164,0.270094,0.437739,1.53674,11.1111,86.2531,0.391171,-0.00754817,35.55,17.3512,10.3288,2.70094,2.2632,31.8059,-0.00228692,51.7184,0.98724,0.102449,0.0279408,1.574,45.59,168.324,178.999,5428.48,36.4359,0,29.4961,2.62643,52.035,13.0577,2.78476,52.1259,10737
"4628","17:5:5",2022-12-05 11:54:58,"A","potato","potato","n/a",7639.72,50.975,10.094,59257.5,10.6031,1635.1,766.352,1285030,0.225827,7.00549,3.01339,36.3238,31.2672,3.0649,19.3252,125.444,1.66552,27.9962,51.6913,2.08619,4.17239,12.3884,5.93128,0,100,0,0,0,0,74722600,0.708153,0.26614,0.455014,1.60543,11.7788,85.534,0.360577,-0.0331041,35.9289,20.3125,9.45227,2.12912,1.94025,30.2369,-0.00914741,54.3613,1.69128,0.103022,0.051511,1.37363,42.4193,168.204,179.799,5981.45,36.6944,0,29.739,2.50687,50.7898,13.9595,3.00481,51.5371,11648
"4629","17:6:1",2022-11-24 18:04:08,"A","potato","potato","n/a",2028.28,15.6909,63.1599,2208,54.5142,182.107,70.7853,37304.1,0.138556,18.8245,7.68598,25.2774,17.5915,5.17879,25.4418,143.546,2.836,16.2351,61.2413,2.95931,5.4665,11.2618,6.69585,0,100,0,0,0,0,0.44184,0.658537,0.164406,1.52076,6.69955,25.9351,65.2281,0.452117,-0.112758,24.702,35.5528,11.5495,3.16482,1.27415,23.7567,-0.0404715,46.6502,12.9881,0.616523,0,3.61693,36.1282,18.392,20.398,1394.57,39.321,0,29.963,3.82244,44.5129,16.0296,5.67201,43.4356,2433
"4630","17:6:1",2022-11-24 18:07:48,"A","potato","potato","n/a",1995.72,15.5673,61.1439,2184.5,56.1383,180.326,69.4158,37177,0.144613,18.5505,8.0673,23.5979,17.5151,6.21225,26.0569,145.626,2.45902,15.8326,62.5971,2.93356,5.78085,10.3969,6.87035,0,100,0,0,0,0,0.174448,0.650332,0.431406,2.11389,7.76532,25.755,63.7187,0.215703,-0.104947,23.2959,37.7049,11.1734,2.71786,2.02761,23.0802,-0.0395298,47.6704,12.7696,0.560828,0,4.70233,34.2968,18.6283,20.7209,1335.69,39.4153,0,29.1631,2.93356,44.78,17.0837,6.03969,42.0094,2318
